Data Source,nData,percentageLHS,Lower Bound,Upper Bound,True Value,Repetition Index
pareto,500,0.94,0.00302958489115589,0.005063906949061438,0.005,0
pareto,500,0.94,0.003613160629971156,0.006550841577860102,0.005,1
pareto,500,0.94,0.003861915076145033,0.007085775095940767,0.005,2
pareto,500,0.94,0.002782041222300803,0.005305244301118598,0.005,3
pareto,500,0.94,0.0027916507664889154,0.004912926334384227,0.005,4
pareto,500,0.94,0.0031125097286016684,0.0053569856716003915,0.005,5
pareto,500,0.94,0.004138622066985321,0.007048572798078649,0.005,6
pareto,500,0.94,0.004258029759841293,0.005807139111685331,0.005,7
pareto,500,0.94,0.002918200659551799,0.005358432906726299,0.005,8
pareto,500,0.94,0.0036510866171687263,0.006067900435218333,0.005,9
pareto,500,0.94,0.0026654969491192414,0.005024348510955212,0.005,10
pareto,500,0.94,0.002681213801052394,0.0046723065987889015,0.005,11
pareto,500,0.94,0.0031785135073062573,0.005484015082506656,0.005,12
pareto,500,0.94,0.002983837420461731,0.0048861518272280595,0.005,13
pareto,500,0.94,0.0038637963820820015,0.0066044112371685705,0.005,14
pareto,500,0.94,0.0034208820597887123,0.005807262668592743,0.005,15
pareto,500,0.94,0.003832829319713227,0.006473479790247159,0.005,16
pareto,500,0.94,0.0036361908482324162,0.006292255636365681,0.005,17
pareto,500,0.94,0.004256262558612865,0.006462763711618396,0.005,18
pareto,500,0.94,0.0036285728015341993,0.00630026999717335,0.005,19
pareto,500,0.94,0.003601417976532227,0.006140515847305311,0.005,20
pareto,500,0.94,0.0029512613894486007,0.005446289915964992,0.005,21
pareto,500,0.94,0.0037747365957991,0.006347849480920178,0.005,22
pareto,500,0.94,0.0032147330780751327,0.005621227044181502,0.005,23
pareto,500,0.94,0.0039046375301140302,0.0065377864988522315,0.005,24
pareto,500,0.94,0.0036502169378531345,0.00587723843276375,0.005,25
pareto,500,0.94,0.003226244022919662,0.005249880889679673,0.005,26
pareto,500,0.94,0.002664842141910856,0.004967636642838755,0.005,27
pareto,500,0.94,0.004054748965571064,0.006640233483290429,0.005,28
pareto,500,0.94,0.004084108139237883,0.006611050771004462,0.005,29
pareto,500,0.94,0.004199429818856202,0.0068359934330590325,0.005,30
pareto,500,0.94,0.0037626690266247985,0.006010952623449259,0.005,31
pareto,500,0.94,0.004968641009130694,0.007180880213390985,0.005,32
pareto,500,0.94,0.0036757383091400365,0.006277526578647772,0.005,33
pareto,500,0.94,0.0038715124825608703,0.0063826607764051295,0.005,34
pareto,500,0.94,0.003928764800959206,0.00625359038893313,0.005,35
pareto,500,0.94,0.0035108770132760013,0.006211000640180353,0.005,36
pareto,500,0.94,0.0025865096500138343,0.004664854812334765,0.005,37
pareto,500,0.94,0.0036529968213403737,0.006239323317802821,0.005,38
pareto,500,0.94,0.00334682410555445,0.005704691721959803,0.005,39
pareto,500,0.94,0.0030211492096925267,0.005332017126469959,0.005,40
pareto,500,0.94,0.0034953427344819273,0.005989577245687647,0.005,41
pareto,500,0.94,0.0031649807841554268,0.005743689779281641,0.005,42
pareto,500,0.94,0.0033755000926251723,0.005865824232895587,0.005,43
pareto,500,0.94,0.004731162050686643,0.00808432896546197,0.005,44
pareto,500,0.94,0.0027865998943788126,0.004809901137778092,0.005,45
pareto,500,0.94,0.003513257442801688,0.006210152546032276,0.005,46
pareto,500,0.94,0.004125368437652099,0.006434556169727218,0.005,47
pareto,500,0.94,0.00254236415357616,0.004739675699247307,0.005,48
pareto,500,0.94,0.004076102207034522,0.006549609698018169,0.005,49
pareto,500,0.94,0.0036689697888574813,0.0063758048569437665,0.005,50
pareto,500,0.94,0.0030381799748281234,0.005284758341997372,0.005,51
pareto,500,0.94,0.004774374121999214,0.006268693115923062,0.005,52
pareto,500,0.94,0.00328767964028007,0.005995192010274169,0.005,53
pareto,500,0.94,0.003474205431007742,0.006320075549855404,0.005,54
